risk_rank,layer,head,count,mean,max,sum
450,9,21,0.0,0.0,0.0,0.0
451,9,22,0.0,0.0,0.0,0.0
452,9,23,0.0,0.0,0.0,0.0
453,10,0,0.0,0.0,0.0,0.0
454,10,1,0.0,0.0,0.0,0.0
455,10,2,0.0,0.0,0.0,0.0
456,10,6,0.0,0.0,0.0,0.0
457,10,8,0.0,0.0,0.0,0.0
458,10,9,0.0,0.0,0.0,0.0
459,10,10,0.0,0.0,0.0,0.0
460,10,12,0.0,0.0,0.0,0.0
461,10,14,0.0,0.0,0.0,0.0
462,10,15,0.0,0.0,0.0,0.0
463,10,16,0.0,0.0,0.0,0.0
464,10,17,0.0,0.0,0.0,0.0
465,10,19,0.0,0.0,0.0,0.0
466,10,20,0.0,0.0,0.0,0.0
467,10,21,0.0,0.0,0.0,0.0
468,10,23,0.0,0.0,0.0,0.0
469,11,0,0.0,0.0,0.0,0.0
470,11,1,0.0,0.0,0.0,0.0
471,11,4,0.0,0.0,0.0,0.0
472,11,5,0.0,0.0,0.0,0.0
473,11,7,0.0,0.0,0.0,0.0
474,11,10,0.0,0.0,0.0,0.0
475,11,11,0.0,0.0,0.0,0.0
476,11,12,0.0,0.0,0.0,0.0
477,11,13,0.0,0.0,0.0,0.0
478,11,14,0.0,0.0,0.0,0.0
479,11,17,0.0,0.0,0.0,0.0
480,11,18,0.0,0.0,0.0,0.0
481,11,19,0.0,0.0,0.0,0.0
482,11,21,0.0,0.0,0.0,0.0
483,11,22,0.0,0.0,0.0,0.0
484,12,0,0.0,0.0,0.0,0.0
485,12,1,0.0,0.0,0.0,0.0
486,12,2,0.0,0.0,0.0,0.0
487,12,3,0.0,0.0,0.0,0.0
488,12,4,0.0,0.0,0.0,0.0
489,12,6,0.0,0.0,0.0,0.0
490,12,7,0.0,0.0,0.0,0.0
491,12,9,0.0,0.0,0.0,0.0
492,12,10,0.0,0.0,0.0,0.0
493,12,11,0.0,0.0,0.0,0.0
494,12,12,0.0,0.0,0.0,0.0
495,12,13,0.0,0.0,0.0,0.0
496,12,14,0.0,0.0,0.0,0.0
497,12,15,0.0,0.0,0.0,0.0
498,12,17,0.0,0.0,0.0,0.0
499,12,19,0.0,0.0,0.0,0.0
500,12,20,0.0,0.0,0.0,0.0
501,12,21,0.0,0.0,0.0,0.0
502,12,22,0.0,0.0,0.0,0.0
503,12,23,0.0,0.0,0.0,0.0
504,13,1,0.0,0.0,0.0,0.0
505,13,2,0.0,0.0,0.0,0.0
506,13,4,0.0,0.0,0.0,0.0
507,13,5,0.0,0.0,0.0,0.0
508,13,6,0.0,0.0,0.0,0.0
509,13,7,0.0,0.0,0.0,0.0
510,13,8,0.0,0.0,0.0,0.0
511,13,9,0.0,0.0,0.0,0.0
512,13,11,0.0,0.0,0.0,0.0
513,13,12,0.0,0.0,0.0,0.0
514,13,13,0.0,0.0,0.0,0.0
515,13,14,0.0,0.0,0.0,0.0
516,13,15,0.0,0.0,0.0,0.0
517,13,17,0.0,0.0,0.0,0.0
518,13,18,0.0,0.0,0.0,0.0
519,13,20,0.0,0.0,0.0,0.0
520,13,21,0.0,0.0,0.0,0.0
521,13,22,0.0,0.0,0.0,0.0
522,13,23,0.0,0.0,0.0,0.0
523,14,0,0.0,0.0,0.0,0.0
524,14,1,0.0,0.0,0.0,0.0
525,14,3,0.0,0.0,0.0,0.0
526,14,4,0.0,0.0,0.0,0.0
527,14,5,0.0,0.0,0.0,0.0
528,14,6,0.0,0.0,0.0,0.0
529,14,8,0.0,0.0,0.0,0.0
530,14,9,0.0,0.0,0.0,0.0
531,14,10,0.0,0.0,0.0,0.0
532,14,11,0.0,0.0,0.0,0.0
533,14,12,0.0,0.0,0.0,0.0
534,14,13,0.0,0.0,0.0,0.0
535,14,14,0.0,0.0,0.0,0.0
536,14,15,0.0,0.0,0.0,0.0
537,14,16,0.0,0.0,0.0,0.0
538,14,17,0.0,0.0,0.0,0.0
539,14,19,0.0,0.0,0.0,0.0
540,14,20,0.0,0.0,0.0,0.0
541,14,21,0.0,0.0,0.0,0.0
542,14,23,0.0,0.0,0.0,0.0
543,15,0,0.0,0.0,0.0,0.0
544,15,1,0.0,0.0,0.0,0.0
545,15,3,0.0,0.0,0.0,0.0
546,15,5,0.0,0.0,0.0,0.0
547,15,7,0.0,0.0,0.0,0.0
548,15,9,0.0,0.0,0.0,0.0
549,15,10,0.0,0.0,0.0,0.0
550,15,11,0.0,0.0,0.0,0.0
551,15,12,0.0,0.0,0.0,0.0
552,15,13,0.0,0.0,0.0,0.0
553,15,14,0.0,0.0,0.0,0.0
554,15,15,0.0,0.0,0.0,0.0
555,15,16,0.0,0.0,0.0,0.0
556,15,17,0.0,0.0,0.0,0.0
557,15,18,0.0,0.0,0.0,0.0
558,15,19,0.0,0.0,0.0,0.0
559,15,20,0.0,0.0,0.0,0.0
560,15,22,0.0,0.0,0.0,0.0
561,15,23,0.0,0.0,0.0,0.0
562,16,0,0.0,0.0,0.0,0.0
563,16,1,0.0,0.0,0.0,0.0
564,16,2,0.0,0.0,0.0,0.0
565,16,3,0.0,0.0,0.0,0.0
566,16,4,0.0,0.0,0.0,0.0
567,16,6,0.0,0.0,0.0,0.0
568,16,7,0.0,0.0,0.0,0.0
569,16,8,0.0,0.0,0.0,0.0
570,16,9,0.0,0.0,0.0,0.0
571,16,10,0.0,0.0,0.0,0.0
572,16,11,0.0,0.0,0.0,0.0
573,16,12,0.0,0.0,0.0,0.0
574,16,13,0.0,0.0,0.0,0.0
575,16,14,0.0,0.0,0.0,0.0
576,16,15,0.0,0.0,0.0,0.0
577,16,17,0.0,0.0,0.0,0.0
578,16,18,0.0,0.0,0.0,0.0
579,16,19,0.0,0.0,0.0,0.0
580,16,21,0.0,0.0,0.0,0.0
581,16,22,0.0,0.0,0.0,0.0
582,16,23,0.0,0.0,0.0,0.0
583,17,0,0.0,0.0,0.0,0.0
584,17,2,0.0,0.0,0.0,0.0
585,17,3,0.0,0.0,0.0,0.0
586,17,4,0.0,0.0,0.0,0.0
587,17,5,0.0,0.0,0.0,0.0
588,17,6,0.0,0.0,0.0,0.0
589,17,7,0.0,0.0,0.0,0.0
590,17,8,0.0,0.0,0.0,0.0
591,17,9,0.0,0.0,0.0,0.0
592,17,10,0.0,0.0,0.0,0.0
593,17,11,0.0,0.0,0.0,0.0
594,17,12,0.0,0.0,0.0,0.0
595,17,13,0.0,0.0,0.0,0.0
596,17,14,0.0,0.0,0.0,0.0
597,17,16,0.0,0.0,0.0,0.0
598,17,17,0.0,0.0,0.0,0.0
599,17,18,0.0,0.0,0.0,0.0
600,17,19,0.0,0.0,0.0,0.0
601,17,20,0.0,0.0,0.0,0.0
602,17,21,0.0,0.0,0.0,0.0
603,17,22,0.0,0.0,0.0,0.0
604,17,23,0.0,0.0,0.0,0.0
605,18,0,0.0,0.0,0.0,0.0
606,18,1,0.0,0.0,0.0,0.0
607,18,2,0.0,0.0,0.0,0.0
608,18,3,0.0,0.0,0.0,0.0
609,18,4,0.0,0.0,0.0,0.0
610,18,5,0.0,0.0,0.0,0.0
611,18,6,0.0,0.0,0.0,0.0
612,18,7,0.0,0.0,0.0,0.0
613,18,8,0.0,0.0,0.0,0.0
614,18,9,0.0,0.0,0.0,0.0
615,18,10,0.0,0.0,0.0,0.0
616,18,11,0.0,0.0,0.0,0.0
617,18,12,0.0,0.0,0.0,0.0
618,18,14,0.0,0.0,0.0,0.0
619,18,15,0.0,0.0,0.0,0.0
620,18,16,0.0,0.0,0.0,0.0
621,18,18,0.0,0.0,0.0,0.0
622,18,19,0.0,0.0,0.0,0.0
623,18,20,0.0,0.0,0.0,0.0
624,18,22,0.0,0.0,0.0,0.0
625,18,23,0.0,0.0,0.0,0.0
626,19,0,0.0,0.0,0.0,0.0
627,19,2,0.0,0.0,0.0,0.0
628,19,3,0.0,0.0,0.0,0.0
629,19,4,0.0,0.0,0.0,0.0
630,19,5,0.0,0.0,0.0,0.0
631,19,6,0.0,0.0,0.0,0.0
632,19,8,0.0,0.0,0.0,0.0
633,19,10,0.0,0.0,0.0,0.0
634,19,11,0.0,0.0,0.0,0.0
635,19,14,0.0,0.0,0.0,0.0
636,19,15,0.0,0.0,0.0,0.0
637,19,16,0.0,0.0,0.0,0.0
638,19,18,0.0,0.0,0.0,0.0
639,19,20,0.0,0.0,0.0,0.0
640,19,21,0.0,0.0,0.0,0.0
641,19,22,0.0,0.0,0.0,0.0
642,20,0,0.0,0.0,0.0,0.0
643,20,1,0.0,0.0,0.0,0.0
644,20,2,0.0,0.0,0.0,0.0
645,20,4,0.0,0.0,0.0,0.0
646,20,6,0.0,0.0,0.0,0.0
647,20,8,0.0,0.0,0.0,0.0
648,20,9,0.0,0.0,0.0,0.0
649,20,10,0.0,0.0,0.0,0.0
650,20,11,0.0,0.0,0.0,0.0
651,20,12,0.0,0.0,0.0,0.0
652,20,13,0.0,0.0,0.0,0.0
653,20,14,0.0,0.0,0.0,0.0
654,20,15,0.0,0.0,0.0,0.0
655,20,17,0.0,0.0,0.0,0.0
656,20,18,0.0,0.0,0.0,0.0
657,20,20,0.0,0.0,0.0,0.0
658,20,21,0.0,0.0,0.0,0.0
659,20,22,0.0,0.0,0.0,0.0
660,20,23,0.0,0.0,0.0,0.0
661,21,0,0.0,0.0,0.0,0.0
662,21,1,0.0,0.0,0.0,0.0
663,21,2,0.0,0.0,0.0,0.0
664,21,3,0.0,0.0,0.0,0.0
665,21,4,0.0,0.0,0.0,0.0
666,21,5,0.0,0.0,0.0,0.0
667,21,6,0.0,0.0,0.0,0.0
668,21,7,0.0,0.0,0.0,0.0
669,21,8,0.0,0.0,0.0,0.0
670,21,9,0.0,0.0,0.0,0.0
671,21,10,0.0,0.0,0.0,0.0
672,21,11,0.0,0.0,0.0,0.0
673,21,12,0.0,0.0,0.0,0.0
674,21,13,0.0,0.0,0.0,0.0
675,21,15,0.0,0.0,0.0,0.0
676,21,16,0.0,0.0,0.0,0.0
677,21,17,0.0,0.0,0.0,0.0
678,21,18,0.0,0.0,0.0,0.0
679,21,19,0.0,0.0,0.0,0.0
680,21,20,0.0,0.0,0.0,0.0
681,21,21,0.0,0.0,0.0,0.0
682,21,22,0.0,0.0,0.0,0.0
683,22,1,0.0,0.0,0.0,0.0
684,22,2,0.0,0.0,0.0,0.0
685,22,3,0.0,0.0,0.0,0.0
686,22,4,0.0,0.0,0.0,0.0
687,22,5,0.0,0.0,0.0,0.0
688,22,7,0.0,0.0,0.0,0.0
689,22,8,0.0,0.0,0.0,0.0
690,22,10,0.0,0.0,0.0,0.0
691,22,11,0.0,0.0,0.0,0.0
692,22,12,0.0,0.0,0.0,0.0
693,22,13,0.0,0.0,0.0,0.0
694,22,14,0.0,0.0,0.0,0.0
695,22,15,0.0,0.0,0.0,0.0
696,22,16,0.0,0.0,0.0,0.0
697,22,17,0.0,0.0,0.0,0.0
698,22,19,0.0,0.0,0.0,0.0
699,22,20,0.0,0.0,0.0,0.0
700,22,21,0.0,0.0,0.0,0.0
701,22,23,0.0,0.0,0.0,0.0
702,23,0,0.0,0.0,0.0,0.0
703,23,1,0.0,0.0,0.0,0.0
704,23,3,0.0,0.0,0.0,0.0
705,23,4,0.0,0.0,0.0,0.0
706,23,5,0.0,0.0,0.0,0.0
707,23,6,0.0,0.0,0.0,0.0
708,23,7,0.0,0.0,0.0,0.0
709,23,8,0.0,0.0,0.0,0.0
710,23,9,0.0,0.0,0.0,0.0
711,23,11,0.0,0.0,0.0,0.0
712,23,12,0.0,0.0,0.0,0.0
713,23,13,0.0,0.0,0.0,0.0
714,23,14,0.0,0.0,0.0,0.0
715,23,16,0.0,0.0,0.0,0.0
716,23,18,0.0,0.0,0.0,0.0
717,23,19,0.0,0.0,0.0,0.0
718,23,20,0.0,0.0,0.0,0.0
719,23,23,0.0,0.0,0.0,0.0
720,24,0,0.0,0.0,0.0,0.0
721,24,1,0.0,0.0,0.0,0.0
722,24,2,0.0,0.0,0.0,0.0
723,24,3,0.0,0.0,0.0,0.0
724,24,5,0.0,0.0,0.0,0.0
725,24,6,0.0,0.0,0.0,0.0
726,24,7,0.0,0.0,0.0,0.0
727,24,8,0.0,0.0,0.0,0.0
728,24,10,0.0,0.0,0.0,0.0
729,24,11,0.0,0.0,0.0,0.0
730,24,12,0.0,0.0,0.0,0.0
731,24,13,0.0,0.0,0.0,0.0
732,24,14,0.0,0.0,0.0,0.0
733,24,15,0.0,0.0,0.0,0.0
734,24,17,0.0,0.0,0.0,0.0
735,24,18,0.0,0.0,0.0,0.0
736,24,20,0.0,0.0,0.0,0.0
737,24,21,0.0,0.0,0.0,0.0
738,24,23,0.0,0.0,0.0,0.0
739,25,0,0.0,0.0,0.0,0.0
740,25,1,0.0,0.0,0.0,0.0
741,25,2,0.0,0.0,0.0,0.0
742,25,3,0.0,0.0,0.0,0.0
743,25,5,0.0,0.0,0.0,0.0
744,25,6,0.0,0.0,0.0,0.0
745,25,7,0.0,0.0,0.0,0.0
746,25,8,0.0,0.0,0.0,0.0
747,25,10,0.0,0.0,0.0,0.0
748,25,12,0.0,0.0,0.0,0.0
749,25,13,0.0,0.0,0.0,0.0
750,25,14,0.0,0.0,0.0,0.0
751,25,16,0.0,0.0,0.0,0.0
752,25,17,0.0,0.0,0.0,0.0
753,25,18,0.0,0.0,0.0,0.0
754,25,21,0.0,0.0,0.0,0.0
755,25,23,0.0,0.0,0.0,0.0
756,26,1,0.0,0.0,0.0,0.0
757,26,3,0.0,0.0,0.0,0.0
758,26,4,0.0,0.0,0.0,0.0
759,26,5,0.0,0.0,0.0,0.0
760,26,6,0.0,0.0,0.0,0.0
761,26,7,0.0,0.0,0.0,0.0
762,26,8,0.0,0.0,0.0,0.0
763,26,9,0.0,0.0,0.0,0.0
764,26,10,0.0,0.0,0.0,0.0
765,26,11,0.0,0.0,0.0,0.0
766,26,13,0.0,0.0,0.0,0.0
767,26,14,0.0,0.0,0.0,0.0
768,26,15,0.0,0.0,0.0,0.0
769,26,16,0.0,0.0,0.0,0.0
770,26,17,0.0,0.0,0.0,0.0
771,26,18,0.0,0.0,0.0,0.0
772,26,19,0.0,0.0,0.0,0.0
773,26,20,0.0,0.0,0.0,0.0
774,26,21,0.0,0.0,0.0,0.0
775,26,22,0.0,0.0,0.0,0.0
776,26,23,0.0,0.0,0.0,0.0
777,27,0,0.0,0.0,0.0,0.0
778,27,1,0.0,0.0,0.0,0.0
779,27,2,0.0,0.0,0.0,0.0
780,27,3,0.0,0.0,0.0,0.0
781,27,5,0.0,0.0,0.0,0.0
782,27,6,0.0,0.0,0.0,0.0
783,27,7,0.0,0.0,0.0,0.0
784,27,8,0.0,0.0,0.0,0.0
785,27,9,0.0,0.0,0.0,0.0
786,27,10,0.0,0.0,0.0,0.0
787,27,11,0.0,0.0,0.0,0.0
788,27,12,0.0,0.0,0.0,0.0
789,27,13,0.0,0.0,0.0,0.0
790,27,16,0.0,0.0,0.0,0.0
791,27,17,0.0,0.0,0.0,0.0
792,27,18,0.0,0.0,0.0,0.0
793,27,19,0.0,0.0,0.0,0.0
794,27,21,0.0,0.0,0.0,0.0
795,27,23,0.0,0.0,0.0,0.0
796,28,0,0.0,0.0,0.0,0.0
797,28,2,0.0,0.0,0.0,0.0
798,28,3,0.0,0.0,0.0,0.0
799,28,5,0.0,0.0,0.0,0.0
800,28,6,0.0,0.0,0.0,0.0
801,28,7,0.0,0.0,0.0,0.0
802,28,8,0.0,0.0,0.0,0.0
803,28,9,0.0,0.0,0.0,0.0
804,28,10,0.0,0.0,0.0,0.0
805,28,11,0.0,0.0,0.0,0.0
806,28,12,0.0,0.0,0.0,0.0
807,28,13,0.0,0.0,0.0,0.0
808,28,14,0.0,0.0,0.0,0.0
809,28,15,0.0,0.0,0.0,0.0
810,28,16,0.0,0.0,0.0,0.0
811,28,18,0.0,0.0,0.0,0.0
812,28,19,0.0,0.0,0.0,0.0
813,28,20,0.0,0.0,0.0,0.0
814,28,21,0.0,0.0,0.0,0.0
815,28,22,0.0,0.0,0.0,0.0
816,29,0,0.0,0.0,0.0,0.0
817,29,2,0.0,0.0,0.0,0.0
818,29,3,0.0,0.0,0.0,0.0
819,29,4,0.0,0.0,0.0,0.0
820,29,6,0.0,0.0,0.0,0.0
821,29,9,0.0,0.0,0.0,0.0
822,29,10,0.0,0.0,0.0,0.0
823,29,11,0.0,0.0,0.0,0.0
824,29,12,0.0,0.0,0.0,0.0
825,29,13,0.0,0.0,0.0,0.0
826,29,14,0.0,0.0,0.0,0.0
827,29,15,0.0,0.0,0.0,0.0
828,29,16,0.0,0.0,0.0,0.0
829,29,17,0.0,0.0,0.0,0.0
830,29,18,0.0,0.0,0.0,0.0
831,29,19,0.0,0.0,0.0,0.0
832,29,20,0.0,0.0,0.0,0.0
833,29,22,0.0,0.0,0.0,0.0
834,29,23,0.0,0.0,0.0,0.0
835,30,0,0.0,0.0,0.0,0.0
836,30,1,0.0,0.0,0.0,0.0
837,30,2,0.0,0.0,0.0,0.0
838,30,3,0.0,0.0,0.0,0.0
839,30,4,0.0,0.0,0.0,0.0
840,30,5,0.0,0.0,0.0,0.0
841,30,6,0.0,0.0,0.0,0.0
842,30,7,0.0,0.0,0.0,0.0
843,30,8,0.0,0.0,0.0,0.0
844,30,9,0.0,0.0,0.0,0.0
845,30,11,0.0,0.0,0.0,0.0
846,30,12,0.0,0.0,0.0,0.0
847,30,14,0.0,0.0,0.0,0.0
848,30,15,0.0,0.0,0.0,0.0
849,30,16,0.0,0.0,0.0,0.0
850,30,17,0.0,0.0,0.0,0.0
851,30,18,0.0,0.0,0.0,0.0
852,30,19,0.0,0.0,0.0,0.0
853,30,21,0.0,0.0,0.0,0.0
854,30,22,0.0,0.0,0.0,0.0
855,30,23,0.0,0.0,0.0,0.0
856,31,0,0.0,0.0,0.0,0.0
857,31,1,0.0,0.0,0.0,0.0
858,31,2,0.0,0.0,0.0,0.0
859,31,4,0.0,0.0,0.0,0.0
860,31,8,0.0,0.0,0.0,0.0
861,31,9,0.0,0.0,0.0,0.0
862,31,10,0.0,0.0,0.0,0.0
863,31,11,0.0,0.0,0.0,0.0
864,31,14,0.0,0.0,0.0,0.0
865,31,15,0.0,0.0,0.0,0.0
866,31,16,0.0,0.0,0.0,0.0
867,31,17,0.0,0.0,0.0,0.0
868,31,18,0.0,0.0,0.0,0.0
869,31,19,0.0,0.0,0.0,0.0
870,31,20,0.0,0.0,0.0,0.0
871,31,21,0.0,0.0,0.0,0.0
872,32,0,0.0,0.0,0.0,0.0
873,32,3,0.0,0.0,0.0,0.0
874,32,4,0.0,0.0,0.0,0.0
875,32,5,0.0,0.0,0.0,0.0
876,32,6,0.0,0.0,0.0,0.0
877,32,8,0.0,0.0,0.0,0.0
878,32,9,0.0,0.0,0.0,0.0
879,32,10,0.0,0.0,0.0,0.0
880,32,11,0.0,0.0,0.0,0.0
881,32,12,0.0,0.0,0.0,0.0
882,32,14,0.0,0.0,0.0,0.0
883,32,15,0.0,0.0,0.0,0.0
884,32,16,0.0,0.0,0.0,0.0
885,32,18,0.0,0.0,0.0,0.0
886,32,20,0.0,0.0,0.0,0.0
887,32,21,0.0,0.0,0.0,0.0
888,32,22,0.0,0.0,0.0,0.0
889,32,23,0.0,0.0,0.0,0.0
890,33,1,0.0,0.0,0.0,0.0
891,33,2,0.0,0.0,0.0,0.0
892,33,3,0.0,0.0,0.0,0.0
893,33,4,0.0,0.0,0.0,0.0
894,33,5,0.0,0.0,0.0,0.0
895,33,6,0.0,0.0,0.0,0.0
896,33,7,0.0,0.0,0.0,0.0
897,33,8,0.0,0.0,0.0,0.0
898,33,9,0.0,0.0,0.0,0.0
899,33,10,0.0,0.0,0.0,0.0
900,33,11,0.0,0.0,0.0,0.0
901,33,12,0.0,0.0,0.0,0.0
902,33,13,0.0,0.0,0.0,0.0
903,33,15,0.0,0.0,0.0,0.0
904,33,16,0.0,0.0,0.0,0.0
905,33,17,0.0,0.0,0.0,0.0
906,33,21,0.0,0.0,0.0,0.0
907,33,22,0.0,0.0,0.0,0.0
908,33,23,0.0,0.0,0.0,0.0
909,34,0,0.0,0.0,0.0,0.0
910,34,1,0.0,0.0,0.0,0.0
911,34,2,0.0,0.0,0.0,0.0
912,34,3,0.0,0.0,0.0,0.0
913,34,4,0.0,0.0,0.0,0.0
914,34,5,0.0,0.0,0.0,0.0
915,34,6,0.0,0.0,0.0,0.0
916,34,7,0.0,0.0,0.0,0.0
917,34,8,0.0,0.0,0.0,0.0
918,34,9,0.0,0.0,0.0,0.0
919,34,10,0.0,0.0,0.0,0.0
920,34,11,0.0,0.0,0.0,0.0
921,34,12,0.0,0.0,0.0,0.0
922,34,13,0.0,0.0,0.0,0.0
923,34,14,0.0,0.0,0.0,0.0
924,34,16,0.0,0.0,0.0,0.0
925,34,17,0.0,0.0,0.0,0.0
926,34,18,0.0,0.0,0.0,0.0
927,34,19,0.0,0.0,0.0,0.0
928,34,20,0.0,0.0,0.0,0.0
929,34,21,0.0,0.0,0.0,0.0
930,34,22,0.0,0.0,0.0,0.0
931,34,23,0.0,0.0,0.0,0.0
932,35,1,0.0,0.0,0.0,0.0
933,35,2,0.0,0.0,0.0,0.0
934,35,3,0.0,0.0,0.0,0.0
935,35,5,0.0,0.0,0.0,0.0
936,35,6,0.0,0.0,0.0,0.0
937,35,7,0.0,0.0,0.0,0.0
938,35,8,0.0,0.0,0.0,0.0
939,35,9,0.0,0.0,0.0,0.0
940,35,10,0.0,0.0,0.0,0.0
941,35,11,0.0,0.0,0.0,0.0
942,35,12,0.0,0.0,0.0,0.0
943,35,13,0.0,0.0,0.0,0.0
944,35,14,0.0,0.0,0.0,0.0
945,35,15,0.0,0.0,0.0,0.0
946,35,16,0.0,0.0,0.0,0.0
947,35,17,0.0,0.0,0.0,0.0
948,35,18,0.0,0.0,0.0,0.0
949,35,19,0.0,0.0,0.0,0.0
950,35,20,0.0,0.0,0.0,0.0
951,35,21,0.0,0.0,0.0,0.0
952,35,22,0.0,0.0,0.0,0.0
953,35,23,0.0,0.0,0.0,0.0
954,36,0,0.0,0.0,0.0,0.0
955,36,1,0.0,0.0,0.0,0.0
956,36,2,0.0,0.0,0.0,0.0
957,36,3,0.0,0.0,0.0,0.0
958,36,5,0.0,0.0,0.0,0.0
959,36,9,0.0,0.0,0.0,0.0
960,36,10,0.0,0.0,0.0,0.0
961,36,11,0.0,0.0,0.0,0.0
962,36,12,0.0,0.0,0.0,0.0
963,36,13,0.0,0.0,0.0,0.0
964,36,14,0.0,0.0,0.0,0.0
965,36,15,0.0,0.0,0.0,0.0
966,36,17,0.0,0.0,0.0,0.0
967,36,18,0.0,0.0,0.0,0.0
968,36,19,0.0,0.0,0.0,0.0
969,36,21,0.0,0.0,0.0,0.0
970,36,22,0.0,0.0,0.0,0.0
971,37,0,0.0,0.0,0.0,0.0
972,37,1,0.0,0.0,0.0,0.0
973,37,2,0.0,0.0,0.0,0.0
974,37,4,0.0,0.0,0.0,0.0
975,37,5,0.0,0.0,0.0,0.0
976,37,6,0.0,0.0,0.0,0.0
977,37,8,0.0,0.0,0.0,0.0
978,37,9,0.0,0.0,0.0,0.0
979,37,10,0.0,0.0,0.0,0.0
980,37,11,0.0,0.0,0.0,0.0
981,37,12,0.0,0.0,0.0,0.0
982,37,13,0.0,0.0,0.0,0.0
983,37,14,0.0,0.0,0.0,0.0
984,37,16,0.0,0.0,0.0,0.0
985,37,17,0.0,0.0,0.0,0.0
986,37,18,0.0,0.0,0.0,0.0
987,37,20,0.0,0.0,0.0,0.0
988,37,21,0.0,0.0,0.0,0.0
989,37,22,0.0,0.0,0.0,0.0
990,38,0,0.0,0.0,0.0,0.0
991,38,4,0.0,0.0,0.0,0.0
992,38,7,0.0,0.0,0.0,0.0
993,38,8,0.0,0.0,0.0,0.0
994,38,9,0.0,0.0,0.0,0.0
995,38,11,0.0,0.0,0.0,0.0
996,38,12,0.0,0.0,0.0,0.0
997,38,13,0.0,0.0,0.0,0.0
998,38,14,0.0,0.0,0.0,0.0
999,38,15,0.0,0.0,0.0,0.0
1000,38,18,0.0,0.0,0.0,0.0
1001,38,19,0.0,0.0,0.0,0.0
1002,38,20,0.0,0.0,0.0,0.0
1003,38,21,0.0,0.0,0.0,0.0
1004,38,22,0.0,0.0,0.0,0.0
1005,38,23,0.0,0.0,0.0,0.0
1006,39,1,0.0,0.0,0.0,0.0
1007,39,4,0.0,0.0,0.0,0.0
1008,39,5,0.0,0.0,0.0,0.0
1009,39,6,0.0,0.0,0.0,0.0
1010,39,7,0.0,0.0,0.0,0.0
1011,39,8,0.0,0.0,0.0,0.0
1012,39,10,0.0,0.0,0.0,0.0
1013,39,11,0.0,0.0,0.0,0.0
1014,39,12,0.0,0.0,0.0,0.0
1015,39,13,0.0,0.0,0.0,0.0
1016,39,14,0.0,0.0,0.0,0.0
1017,39,15,0.0,0.0,0.0,0.0
1018,39,16,0.0,0.0,0.0,0.0
1019,39,17,0.0,0.0,0.0,0.0
1020,39,18,0.0,0.0,0.0,0.0
1021,39,20,0.0,0.0,0.0,0.0
1022,39,21,0.0,0.0,0.0,0.0
1023,39,22,0.0,0.0,0.0,0.0
1024,39,23,0.0,0.0,0.0,0.0
1025,40,0,0.0,0.0,0.0,0.0
1026,40,1,0.0,0.0,0.0,0.0
1027,40,3,0.0,0.0,0.0,0.0
1028,40,4,0.0,0.0,0.0,0.0
1029,40,5,0.0,0.0,0.0,0.0
1030,40,8,0.0,0.0,0.0,0.0
1031,40,9,0.0,0.0,0.0,0.0
1032,40,10,0.0,0.0,0.0,0.0
1033,40,11,0.0,0.0,0.0,0.0
1034,40,12,0.0,0.0,0.0,0.0
1035,40,13,0.0,0.0,0.0,0.0
1036,40,14,0.0,0.0,0.0,0.0
1037,40,15,0.0,0.0,0.0,0.0
1038,40,16,0.0,0.0,0.0,0.0
1039,40,17,0.0,0.0,0.0,0.0
1040,40,18,0.0,0.0,0.0,0.0
1041,40,19,0.0,0.0,0.0,0.0
1042,40,20,0.0,0.0,0.0,0.0
1043,40,21,0.0,0.0,0.0,0.0
1044,40,22,0.0,0.0,0.0,0.0
1045,40,23,0.0,0.0,0.0,0.0
1046,41,0,0.0,0.0,0.0,0.0
1047,41,1,0.0,0.0,0.0,0.0
1048,41,2,0.0,0.0,0.0,0.0
1049,41,3,0.0,0.0,0.0,0.0
1050,41,4,0.0,0.0,0.0,0.0
1051,41,5,0.0,0.0,0.0,0.0
1052,41,6,0.0,0.0,0.0,0.0
1053,41,7,0.0,0.0,0.0,0.0
1054,41,8,0.0,0.0,0.0,0.0
1055,41,9,0.0,0.0,0.0,0.0
1056,41,10,0.0,0.0,0.0,0.0
1057,41,11,0.0,0.0,0.0,0.0
1058,41,12,0.0,0.0,0.0,0.0
1059,41,13,0.0,0.0,0.0,0.0
1060,41,14,0.0,0.0,0.0,0.0
1061,41,15,0.0,0.0,0.0,0.0
1062,41,16,0.0,0.0,0.0,0.0
1063,41,17,0.0,0.0,0.0,0.0
1064,41,18,0.0,0.0,0.0,0.0
1065,41,19,0.0,0.0,0.0,0.0
1066,41,20,0.0,0.0,0.0,0.0
1067,41,21,0.0,0.0,0.0,0.0
1068,41,23,0.0,0.0,0.0,0.0
1069,42,0,0.0,0.0,0.0,0.0
1070,42,1,0.0,0.0,0.0,0.0
1071,42,3,0.0,0.0,0.0,0.0
1072,42,4,0.0,0.0,0.0,0.0
1073,42,5,0.0,0.0,0.0,0.0
1074,42,6,0.0,0.0,0.0,0.0
1075,42,7,0.0,0.0,0.0,0.0
1076,42,8,0.0,0.0,0.0,0.0
1077,42,9,0.0,0.0,0.0,0.0
1078,42,10,0.0,0.0,0.0,0.0
1079,42,11,0.0,0.0,0.0,0.0
1080,42,13,0.0,0.0,0.0,0.0
